domain,company_name,segment,reasoning,employees,country,industry,keywords,short_description,linkedin_url,source_sheet,scrape_status,classified_by,prompt_version
awesomeagency.nl,awesome.,INFLUENCER_PLATFORMS,"The company specializes in branded content and social media marketing, focusing on narrative-driven content creation for platforms like TikTok and Instagram.",16,Netherlands,media production,"branded content, video format agency, content marketing, tiktok, instagram, television, facebook, short content, formats, branded entertainment, social advertising, videoproductie, social media, comme","In the social and AI era authenticity is everything. We help brands create stories that connect with consumers. With narrative driven content creation and data driven distribution we boost engagement,",http://www.linkedin.com/company/awesome-socialandcontentagency,UK_EU,success,gpt-4o-mini,v1
azzuu.com,Azzuu,INFLUENCER_PLATFORMS,"Azzuu is a live sports content creation platform that helps sports organizations produce engaging content for social media, indicating a focus on influencer marketing within the sports industry.",30,United Kingdom,marketing & advertising,"sport content, marketing, live sport, digital, sport sponsorship, content creation, data intergration, sports, social media marketing, data visualisation, advertising services, performance marketing, ","Azzuu is a live sports content creation platform founded in 2016. It helps sports clubs, organizations, federations, leagues, and media outlets produce engaging, media-rich content in real-time during",http://www.linkedin.com/company/azzuu,UK_EU,success,gpt-4o-mini,v1
barksocial.co.uk,Bark Social,INFLUENCER_PLATFORMS,"Bark Social is an influencer marketing agency focused on ROI, specializing in influencer outreach and engagement analytics.",19,United Kingdom,marketing & advertising,"advertising services, marketing & advertising",Bark is the social media and influencers outreach arm of Terrier. Built as the UK's first no-nonsense influencer marketing agency that is solely focused on ROI.,http://www.linkedin.com/company/bark-social-agency,UK_EU,success,gpt-4o-mini,v1
basemaker.co,Basemaker,INFLUENCER_PLATFORMS,"Basemaker connects brands with content creators to facilitate targeted advertising campaigns, leveraging creator data and audience engagement.",11,Brazil,marketing & advertising,"advertising services, publicidade digital, digital marketing solutions, meta business partner, data-driven marketing, creator economy, influencer data, dados de seguidores, parceria meta, audience tar","Basemaker is a digital advertising platform based in São Paulo, Brazil, founded in 2022. It connects brands with content creators to facilitate targeted advertising campaigns that leverage the engaged",http://www.linkedin.com/company/basemaker,LATAM,success,gpt-4o-mini,v1
blackcat.bz,Black Cat Limited,INFLUENCER_PLATFORMS,"Black Cat Limited offers a social media management tool that enables users to manage brand communities and create posts across multiple social networks, indicating a focus on influencer marketing and community engagement.",35,Russia,information technology & services,"social media marketing, social media management, cloud services, consumer internet, consumers, internet, information technology & services, marketing & advertising, cloud computing, enterprise softwar","Black Cat - Social Media Management Tool

Manage multiple brand communities in different social networks from one tab

Manage:
- look through the whole community's feed in one tab, switching between d",http://www.linkedin.com/company/black-cat,UK_EU,ConnectError,gpt-4o-mini,v1
bluerobot.com,Blue Robot,INFLUENCER_PLATFORMS,Blue Robot provides interactive automation tools and social media analytics to enhance brand engagement and create measurable experiences across various social media platforms.,33,United Kingdom,information technology & services,"digital experiences, chat bots, marketing, social media, automation, brand storytelling, market research, content-driven engagement, playlist experiences, user-generated content, branded recall campai","Blue Robot is a social media technology company that focuses on interactive automation tools for brands. Founded around 2015, the company is headquartered in Johannesburg, South Africa, with additiona",http://www.linkedin.com/company/blue-robot,UK_EU,success,gpt-4o-mini,v1
brandnew.io,Brandnew IO,INFLUENCER_PLATFORMS,"Brandnew IO is a leading Content Creator Platform that enables marketers to discover creators, manage relationships, and measure campaign results.",50,Germany,marketing & advertising,"content creators, advertising, germany, north america   english for now, england, consumer internet, internet, information technology, advertising services, consumers, information technology & service","Brandnew is the leading Content Creator Platform for brands and agencies.

Our platform enables marketers to efficiently discover Creators, manage relationships, collaborate on high engaging content a",http://www.linkedin.com/company/brandnew-io,UK_EU,success,gpt-4o-mini,v1
brasileradigital.com.br,Brasilera,INFLUENCER_PLATFORMS,"Brasilera specializes in connecting brands with content creators and influencers, providing customized marketing solutions that enhance visibility and engagement.",48,Brazil,marketing & advertising,"captacao de leads, ativacao da marca, projetos, producao de eventos, planejamento de carreira, marketing, turnes, redes sociais, agenciamento de carreira, producao de conteudo web, assessoria, comunic","Brasilera is the largest celebrity content agency in Latin America, based in São Paulo, Brazil. Founded in 2017 by JR Cesar Digital, the agency specializes in connecting brands with content creators a",http://www.linkedin.com/company/brasileira-digital,LATAM,success,gpt-4o-mini,v1
bumpconnect.xyz,Bump Connect,INFLUENCER_PLATFORMS,"Bump Connect is a social platform tailored for creators, offering advanced analytics, audience insights, and tools for monetization and brand partnerships, indicating a focus on influencer marketing.",13,United States,information technology & services,"search engine, creator economy, content creators, brands, search engines, artificial intelligence, blockchain, web30, nftcollector, metaverse, web3, nftart, digitalart, social media, ai, crypto, digit","Bump Connect is a social platform tailored for creators, users, and brands, focusing on creator ownership and engagement. It allows users to fully own their channels and ensures 100% reach to their fo",http://www.linkedin.com/company/bumpsocialapp,MIXED,success,gpt-4o-mini,v2
buyuspark.com,BuyU Spark Media,INFLUENCER_PLATFORMS,"BuyU Spark Media focuses on empowering influencers and integrating livestream shopping, indicating a core business in influencer marketing.",50,United States,information technology & services,"technology, information & media, information technology & services","BuyU Spark Media's mission is to unleash influencers' full potential and empower them to turn their influence into a sustainable income source. We bridge the gap between content creation and commerce,",http://www.linkedin.com/company/buyu-spark-media,US,ConnectError,gpt-4o-mini,v1
buzzone.co,BuzzOne,INFLUENCER_PLATFORMS,"BuzzOne is a multinational influencer marketing platform that connects brands with influencers to create effective marketing campaigns, offering features like influencer insights and campaign execution.",61,India,marketing & advertising,"blog marketing, content amplification, content marketing, influencer marketing, campaign analytics, advertising services, brand awareness, campaign performance reports, influencer marketing platform, ","BuzzOne is a multinational influencer marketing platform based in New Delhi, India, established in 2014. The company operates in several countries, including India, The Philippines, Malaysia, Banglade",http://www.linkedin.com/company/buzzone,INDIA,success,gpt-4o-mini,v1
